0.682830 -1.599013
-1.197715  1.741905
-2.180643 -0.898212
0.997323  1.787039
-1.060882  1.154956
-2.836748  0.433022
0.846020 -0.679661
0.100793 -1.139874
-1.918314  0.852271
0.784518 -1.306570
-1.052569  0.007372
0.912747  0.569991
0.033154  0.200445
-0.820205  0.427569
-1.437948 -1.461597
-0.810188  0.503114
1.135200 -0.442592
0.768956  0.446970
-0.613021  1.512931
0.756747  2.420793
-0.764471  0.982155
3.848736 -0.575034
0.628774  0.518619
-0.853546 -0.467919
0.768694  0.273966
-1.073889 -1.042984
-2.864125  0.029049
-1.207856 -0.139550
-0.205058 -0.434342
0.437738  1.047790
0.411044  0.186024
-1.678508  0.553563
0.002856  0.498273
-0.918107 -1.601950
-1.252460  0.052528
-1.124006 -1.487793
-1.110034 -1.189332
1.154366 -0.663827
0.841244  0.311141
-0.231884  0.551695
1.199023 -2.064698
0.117745 -1.828360
0.198251  1.274261
0.628513 -0.881957
1.581450  1.483076
-0.091688 -0.187471
0.179911  1.807005
-1.003795  0.169823
1.358657  2.189457
-0.649316 -0.205315
-0.213094 -1.162663
1.224601 -1.057602
1.718600  1.240577
1.312273  1.048997
-0.765522 -0.009590
-1.811473  0.035661
-0.550478 -0.684606
-0.019919 -0.567132
-0.108300 -0.519778
-0.931316 -0.313969
1.465136 -0.478012
0.399183 -0.155963
-1.193404 -1.350607
0.658531 -0.664956
-1.258915  1.555488
-0.453493  1.689509
0.130684 -2.042339
1.326253 -0.041253
-0.254413 -0.936705
-1.561776  0.251152
-1.746148  0.384516
-0.977886  1.582295
-1.516852  0.259165
0.710872  0.170294
1.352129 -0.380117
-2.249708  0.569939
0.212173  0.537133
0.153248 -0.845151
-0.919962 -0.709137
0.875594 -1.100537
0.617544  0.749640
-0.407137  0.398984
0.073708 -0.343943
0.188917 -0.372370
-0.242169 -1.895741
1.632235 -1.089429
0.096172  0.076372
-0.415471  0.588270
-0.624785  1.108355
-0.139530 -0.553905
-0.385327  0.430849
0.972956 -0.207744
0.407739 -0.399176
-0.884783 -0.379952
0.416628  2.184047
-0.856120  0.062027
-1.921357  2.405739
0.635699 -1.462866
-1.076712 -0.014588
0.028468  1.131445
